"Entidad","Evento","Tipo de Programa","Categoría de Apoyo","Clasificación","Clasificación (Vieja Categoría)","Programa","Medida","Periodo","Monto Presupuestado","Fuente","Link","Fecha"
"Hidalgo","COVID-19","Programas de Estímulo Económico","Obra Pública","Emprendedores","Emprendedores","Apoyos económicos a personas y sectores productivos afectados","Anuncio de nuevas inversiones privadas por un valor de 64,380 millones de pesos. Los desarrollos son ""Parque Tolteca"", desarrollo inmobiliario de 32 hectáreas en Tula, el ""Centro Laminero"" en Tepeji del Río y una planta de ""Pinturas WEG"" en el municipio de Atotonilco de Tula. Todas las vacantes de estos proyectos estarán publicadas en la plataforma #HidalgoTrabaja.","Contingencia y Nueva Normalidad","6.438E10","Mensaje en cuenta oficial de Twitter del Gobernador Omar Fayad","https://twitter.com/omarfayad/status/1257752373075816448","43956.0"
"Hidalgo","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Estudiantes","Estudiantes","Operativo Escudo","Entrega de 4 meses de Becas Miguel Hidalgo a cerca de 15 mil 500 estudiantes, para apoyar la economía de los estudiantes de Hidalgo y sus familias, por un monto total de 63 millones de pesos.","Contingencia Sanitaria",,"Mensaje en cuenta oficial de Twitter del Gobernador Omar Fayad","https://twitter.com/omarfayad/status/1254130580607942658","43946.0"
"Hidalgo","COVID-19","Programas de Digitalización","Digitalización de Trámites","Turismo (Hoteles y Servicios Turísticos)","Turismo","Apoyos económicos a personas y sectores productivos afectados","Creación de paquetes con descuentos en el sector turístico y restaurantero a través del portal ""Hidalgo, ahorra hoy y disfruta mañana""","Contingencia y Nueva Normalidad",,"Plataforma oficial ""Hidalgo, ahorra hoy y disfruta mañana""","http://ahorrayviaja.hidalgo.gob.mx","43953.0"
"Hidalgo","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Desempleados","Empleos","Operativo Escudo","Creación de un ""Seguro de desempleo"" que consiste en un importe mensual de un salario mínimo a personas entre 18 y 60 años residentes del Estado que hayan laborado en un centro de trabajo ubicado en Hidalgo y que con motivo de la pandemia hayan perdido su trabajo.","Contingencia Sanitaria",,"Diario Oficial del Estado de Hidalgo","http://periodico.hidalgo.gob.mx/?p=38234","43945.0"
"Hidalgo","COVID-19","Programas de Estímulo Económico","Insumos de Trabajo","Sector Agrícola-Ganadero-Pesquero","Producción Agrícola","Operativo Escudo","Entrega de manera inmediata de semillas de cebada, avena, alfalfa, frijol, pasto forrajero, fertilizante, así como apoyos pecuarios, equipo y herramientas a productores del campo para mantener su economia.","Contingencia y Nueva Normalidad",,"Mensaje en cuenta oficial de Twitter del Gobernador Omar Fayad","https://twitter.com/omarfayad/status/1254090310851977222","43946.0"
"CDMX","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Estudiantes","Estudiantes","Mi beca para empezar","Apoyo mensual de 500 pesos adicionales al programa #MiBecaParaEmpezar (un total de entre 800 y 900 pesos dependiendo del nivel educativo) a 1 millón 200 mil niños y niñas de escuela pública de preescolar a secundaria. El primer apoyo será en abril, el segundo apoyo será en mayo.","Adaptados","1.2E8","Mensaje en cuenta oficial de Twitter del Gobernador Omar Fayad","https://twitter.com/i/status/1251195861490708480","43938.0"
"Oaxaca","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Población General","Incentivos Fiscales","Decreto por el que se dictan las medidas urgentes necesarias para la conservación de la salubridad pública del Estado.","Las personas físicas, morales o unidades económicas sujetas al pago de Impuestos sobre Erogaciones por Remuneraciones al Trabajo Personal, que hayan disminuido sus ingresos en un 50% o más, en el segundo bimestre del ejercicio fiscal 2020 obtendrán un estímulo fiscal del 50% respecto del impuesto causado y el 100% en recargos y actualizaciones generados en el segundo bimestre del ejercicio fiscal 2020.","Contingencia y Nueva Normalidad",,"Periódico Oficial del Estado de Oaxaca","https://www.oaxaca.gob.mx/wp-content/uploads/2020/03/EXT-ACDGOB-2020-03-25.pdf","43915.0"
"Oaxaca","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Turismo (Hoteles y Servicios Turísticos)","Turismo","Decreto por el que se dictan las medidas urgentes necesarias para la conservación de la salubridad pública del Estado.","Las personas físicas, morales o unidades económicas sujetas al pago del Impuesto sobre la Prestación de Servicios de Hospedaje, tendrán un estímulo fiscal del 100% respecto del impuesto causado en el periodo del segundo bimestre del ejercicio fiscal 2020.","Contingencia y Nueva Normalidad",,"Periódico Oficial del Estado de Oaxaca","https://www.oaxaca.gob.mx/wp-content/uploads/2020/03/EXT-ACDGOB-2020-03-25.pdf","43915.0"
"Oaxaca","COVID-19","Programas de Estímulo Económico","Vinculación de Empresas y Proveedores","Población General","Abastecimiento","Decreto por el que se dictan las medidas urgentes necesarias para la conservación de la salubridad pública del Estado.","Las Cámaras de Comercio del Estado, procuran garantizar el abasto de alimentos y los insumos básicos de consumo para la población.","Contingencia Sanitaria",,"Periódico Oficial del Estado de Oaxaca","https://www.oaxaca.gob.mx/wp-content/uploads/2020/03/EXT-ACDGOB-2020-03-25.pdf","43915.0"
"Oaxaca","COVID-19","Programas Fiscales","Obra Pública","Sector de la Construcción","Obra pública","Cuatro medidas para preservar el empleo y la estabilidad económica en la entidad","Puesta en marcha de más de cien proyectos de infraestructura asociados a 3 mil 500 millones de pesos. Se priorizarán a las pequeñas y medianas empresas de construcción de la entidad.","Nueva Normalidad",,"Página Oficial del Gobierno del Estado de Oaxaca","https://www.oaxaca.gob.mx/sinfra/2020/05/20/impulsara-gobierno-de-oaxaca-al-sector-de-la-construccion-para-reactivar-la-economia/","43919.0"
"Oaxaca","COVID-19","Programas Fiscales","Obra Pública","Sector de la Construcción","Obra pública","Programa de Incentivos y Apoyos para la Estabilidad Económica","Puesta en marcha de 48 proyectos de infraestructura mayor, con un fondo de 648 MDP que serán implementados conforme la contingencia lo vaya permitiendo.","Contingencia y Nueva Normalidad",,"Cuenta Oficial del Gobernador de Oaxaca","https://twitter.com/alejandromurat/status/1247590280179724293","43928.0"
"Oaxaca","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES","MIPYMES","Programa de Incentivos y Apoyos para la Estabilidad Económica","Creación de un fondo de 100 MDP en créditos con condiciones preferenciales.","Contingencia y Nueva Normalidad","1.0E8","Cuenta Oficial del Gobernador de Oaxaca","https://twitter.com/alejandromurat/status/1247590280179724293","43928.0"
"Oaxaca","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES","MIPYMES","Programa de Incentivos y Apoyos para la Estabilidad Económica","A través de Ban Oaxaca se creará un fondo de 10 MDP para el financiamiento, con créditos desde los 5 a los 20 mil pesos.","Contingencia y Nueva Normalidad","1.0E7","Cuenta Oficial del Gobernador de Oaxaca","https://twitter.com/alejandromurat/status/1247590280179724293","43928.0"
"Oaxaca","COVID-19","Programas de Estímulo Económico","Transferencia Directa (Efectivo o Transferencia Bancaria)","Desempleados","Empleos","Programa de Incentivos y Apoyos para la Estabilidad Económica","Se impulsará la estrategia del empleo temporal, para evitar el despido de los trabajadores, complementando sus sueldos. Inversión inicial de 35 millones de pesos.","Contingencia y Nueva Normalidad","3.5E7","Cuenta Oficial del Gobernador de Oaxaca","https://twitter.com/alejandromurat/status/1247590280179724293","43928.0"
"Oaxaca","COVID-19","Programas de Estímulo Económico","Capacitación Laboral","Desempleados","Capacitación laboral","Programa de Incentivos y Apoyos para la Estabilidad Económica","Activación del Programa de Apoyo ""Bécate"", con 5 MDP, el cuál buscará que MIPYMES puedan capacitar a trabajadores inactivos para que al final de la contingencia estos tengan un mejor horizonte laboral.","Contingencia y Nueva Normalidad","5000000.0","Cuenta Oficial del Gobernador de Oaxaca","https://twitter.com/alejandromurat/status/1247590280179724293","43928.0"
"Oaxaca","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable","Apoyos alimenticios","Programa de Incentivos y Apoyos para la Estabilidad Económica","El DIF estatal y la Secretaría de Economía apoyarán con más de 30 millones de pesos para la entrega de 200 mil canastas de alimentos y primera necesidad en las zonas más vulnerables de las 8 regiones del estado.","Contingencia Sanitaria","3.0E7","Cuenta Oficial del Gobernador de Oaxaca","https://twitter.com/alejandromurat/status/1247590280179724293","43928.0"
"Oaxaca","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Sector Agrícola-Ganadero-Pesquero","Producción Agrícola","Programa de Incentivos y Apoyos para la Estabilidad Económica","Para garantizar la producción de alimentos de la entidad, en coordinación con FIRA se ha dispuesto de un fondo de crédito de 190 MDP para dinamizar las cadenas productivas y generar más empleos.","Contingencia Sanitaria","1.9E8","Cuenta Oficial del Gobernador de Oaxaca","https://twitter.com/alejandromurat/status/1247590280179724293","43928.0"
"Oaxaca","COVID-19","Programas de Digitalización","Asesoría y Consultoría para Digitalización","MIPYMES","Comercios locales","Programa de Incentivos y Apoyos para la Estabilidad Económica","Creación de una plataforma en línea para garantizar la continuidad de operaciones de los negocios que ofrecen alimentos preparados y así, preservar los empleos. El gobierno estatal subsidiará la mitad del costo del envío para los primeros 30 mil pedidos.","Contingencia Sanitaria",,"Cuenta Oficial del Gobernador de Oaxaca","https://twitter.com/alejandromurat/status/1247590280179724293","43928.0"
"Nayarit","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Población General","Incentivos Fiscales","Acuerdo Aministrativo por el que se Otorgan Diversos Beneficios Fiscales a los Contribuyentes, Personas Fisicas y Morales, Derivado de la Contingencia de Salud Ocacionada por el Virus del COVID-19, en el Estado de Nayarit","Se difieren los pagos del impuesto sobre la nómina de los meses de marzo, abril y mayo del año 2020, los cuales se podrán cubrir durante el periodo de julio a diciembre de 2020; asimismo, se interrumpen los plazos y términos en actos de fiscalización en materia del impuesto sobre nómina durante el periodo del 1 al 30 de abril 2020; también, se condonará el 100% de los recargos a los contribuyentes que presenten algún adeudo; y se condonará el 50% en multas por actos de fiscalización en proceso.","Contingencia y Nueva Normalidad",,"Periódico Oficial del Estado de Nayarit","https://www.nayarit.gob.mx/docs/ACUERDO_BENEFICIOS%20FISCALES.pdf","43922.0"
"Nayarit","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Población General","Incentivos Fiscales","Acuerdo Aministrativo por el que se Otorgan Diversos Beneficios Fiscales a los Contribuyentes, Personas Fisicas y Morales, Derivado de la Contingencia de Salud Ocacionada por el Virus del COVID-19, en el Estado de Nayarit","Se difiere el pago de los Impuestos Cedulares de los meses de marzo, abril y mayo del año 2020, los cuales se podrán cubrir durante el periodo de julio a diciembre de 2020; conforme a los lineamientos que emitirá la Secretaría de Administración y Finanzas.","Contingencia y Nueva Normalidad",,"Periódico Oficial del Estado de Nayarit","https://www.nayarit.gob.mx/docs/ACUERDO_BENEFICIOS%20FISCALES.pdf","43922.0"
"Nayarit","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Población General","Incentivos Fiscales","Acuerdo Aministrativo por el que se Otorgan Diversos Beneficios Fiscales a los Contribuyentes, Personas Fisicas y Morales, Derivado de la Contingencia de Salud Ocacionada por el Virus del COVID-19, en el Estado de Nayarit","En materia de Derechos por la Expedición de Permisos en el Ramo de Alcoholes, se otorga los siguientes estímulos fiscales: condonación del 60% a las personas físicas en el pago del refrendo anual del ejercicio 2020 del permiso correspondiente y condonación del 50% en multas ya generadas.","Contingencia y Nueva Normalidad",,"Periódico Oficial del Estado de Nayarit","https://www.nayarit.gob.mx/docs/ACUERDO_BENEFICIOS%20FISCALES.pdf","43922.0"
"Nayarit","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Población General","Sociedad en general","Acuerdo Aministrativo por el que se Otorgan Diversos Beneficios Fiscales a los Contribuyentes, Personas Fisicas y Morales, Derivado de la Contingencia de Salud Ocacionada por el Virus del COVID-19, en el Estado de Nayarit","En materia de Derechos por los Servicios prestados por el Registro Público de la Propiedad y el Comercio, se otorga un 50% de descuento durante el periodo del 1 de abril al 30 de junio de 2020.","Contingencia y Nueva Normalidad",,"Periódico Oficial del Estado de Nayarit","https://www.nayarit.gob.mx/docs/ACUERDO_BENEFICIOS%20FISCALES.pdf","43922.0"
"Sinaloa","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Emprendedores",,"Crédito Jóven","Crédito para Jóvenes Empresarios de 18 a 35 años
  -Tasa de preferencia de 14.5%.
  -Créditos de 50 mil a 2.5 millones de pesos
  - De 3 a 5 años de plazo","Adaptados",,"Página de la Secretaría de Economía del Estado de Sinaloa","http://www.economia.sinaloa.gob.mx/page/AccesoFinanciamiento.html","NA"
"Sinaloa","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Turismo (Hoteles y Servicios Turísticos)",,"FOSIN Impulso Empresarial","Crédito para persona física y moral en el sector agroindustrial y turismo:
  -Tasa de preferencia de 14.5%.
  -Créditos de 500 mil a 5 millones de pesos
  - De 3 a 5 años de plazo","Adaptados",,"Página de la Secretaría de Economía del Estado de Sinaloa","http://www.economia.sinaloa.gob.mx/page/AccesoFinanciamiento.html","NA"
